satellite_1,satellite_2,distance_km,relative_speed_km_s,altitude_diff_km,inclination_diff_deg,object_type_risk,time_to_event_hours,collision_occurred,collision_probability
Iridium-33 Debris,Hubble,7.709,14.459,233,57.9,0.9,62.03127400951993,0,0.7886
DEBRIS_B,DEBRIS_A,0.556,10.481,138,23.2,0.8,21.91457541798485,0,0.2199
Iridium-33 Debris,GPS-79,9.891,6.577,19420,31.4,0.9,95.11431082155582,0,0.99
Hubble,Cosmos-1408 Debris,34.858,7.966,132,54.1,0.9,132.38657498323556,0,0.99
DEBRIS_B,Starlink-1001,40.733,5.293,2,24.5,0.8,56.78009637990655,0,0.99
GPS-79,DEBRIS_A,88.041,13.195,19790,3.4,0.8,52.15327026303869,0,0.99
GPS-79,Iridium-33 Debris,45.565,10.074,19420,31.4,0.9,143.14028891436587,0,0.99
GPS-79,Hubble,14.26,9.928,19653,26.5,0.2,103.16643405573129,0,0.9896
Tiangong,GPS-79,25.76,7.0,19811,13.5,0.2,120.20525553493526,0,0.99
Tiangong,Envisat,15.314,2.925,393,57.1,0.2,46.63737570816921,0,0.99
Cosmos-1408 Debris,Tiangong,48.435,11.232,26,41.1,0.9,82.67526736767594,0,0.99
Hubble,DEBRIS_B,38.289,5.452,1,0.0,0.8,156.68592932892187,0,0.99
ISS,Starlink-1001,45.988,12.469,142,1.4,0.2,19.212827975966437,0,0.99
Tiangong,GPS-79,6.18,4.997,19811,13.5,0.2,108.89157514020285,0,0.8798
ISS,Envisat,28.556,5.528,374,46.9,0.2,52.98278126552795,0,0.99
DEBRIS_A,Envisat,6.561,5.379,372,46.9,0.8,52.08745353642813,0,0.9633
DEBRIS_B,Tiangong,20.977,9.031,159,13.0,0.8,98.92428199493344,0,0.99
ISS,Envisat,3.398,13.71,374,46.9,0.2,126.94980604859715,0,0.1177
DEBRIS_B,Cosmos-1408 Debris,18.223,12.599,133,54.1,0.9,51.19713054463446,0,0.99
DEBRIS_A,DEBRIS_B,5.307,1.605,138,23.2,0.8,75.05897029759791,0,0.9775
Envisat,Hubble,3.15,1.963,235,70.1,0.2,40.610979084782514,0,0.8
Starlink-1001,Hubble,9.929,4.915,3,24.5,0.2,155.24454631216364,0,0.98
GPS-79,DEBRIS_B,9.638,14.34,19652,26.5,0.8,97.37103670260605,0,0.8925
DEBRIS_A,Cosmos-1408 Debris,35.595,9.183,5,30.9,0.9,76.63562556434128,0,0.99
Cosmos-1408 Debris,Starlink-1001,7.921,10.494,135,29.6,0.9,87.10013000309819,0,0.9317
Hubble,DEBRIS_B,0.512,1.018,1,0.0,0.8,43.88705776468103,0,0.825
GPS-79,DEBRIS_A,8.775,8.0,19790,3.4,0.8,45.10126952997576,0,0.9731
DEBRIS_A,Tiangong,4.883,10.866,21,10.2,0.8,71.95823819786943,0,0.6861
DEBRIS_B,GPS-79,16.996,13.968,19652,26.5,0.8,115.96663519248291,0,0.99
Hubble,Iridium-33 Debris,1.048,7.67,233,57.9,0.9,132.68087528559514,0,0.5057
Envisat,DEBRIS_B,6.227,11.039,234,70.1,0.8,25.28720535311716,0,0.8025
Cosmos-1408 Debris,Hubble,0.502,3.428,132,54.1,0.9,6.2746415473326005,0,0.7355
ISS,DEBRIS_B,1.45,3.155,140,23.2,0.8,129.94678832237074,0,0.7988
DEBRIS_A,Hubble,10.403,7.457,137,23.2,0.8,155.26739841210076,0,0.9897
Tiangong,Hubble,7.264,9.098,158,13.0,0.2,60.57288715661473,0,0.7863
Envisat,Hubble,10.293,14.65,235,70.1,0.2,10.872222481749445,0,0.7598
Cosmos-1408 Debris,Starlink-1001,3.326,10.818,135,29.6,0.9,84.8031176776227,0,0.5542
DEBRIS_B,Envisat,1.26,13.619,234,70.1,0.8,20.346944684184354,0,0.1352
Starlink-1001,Envisat,40.656,4.734,232,45.5,0.2,140.45281369459832,0,0.99
Cosmos-1408 Debris,ISS,9.907,3.613,7,30.9,0.9,140.57839974713588,0,0.99
DEBRIS_A,GPS-79,11.471,1.185,19790,3.4,0.8,134.74214649254276,0,0.99
Hubble,DEBRIS_B,2.14,13.256,1,0.0,0.8,120.01875456168077,0,0.213
Starlink-1001,ISS,3.726,0.236,142,1.4,0.2,114.35755632118321,0,0.8995
DEBRIS_B,Cosmos-1408 Debris,13.665,10.651,133,54.1,0.9,65.39584034846979,0,0.99
Starlink-1001,Tiangong,3.174,3.947,161,11.5,0.2,91.3222088944738,0,0.6906
DEBRIS_A,Starlink-1001,18.726,1.253,140,1.4,0.8,101.98766438119955,0,0.99
Tiangong,Starlink-1001,10.431,12.126,161,11.5,0.2,44.9074138089966,0,0.8784
DEBRIS_B,Starlink-1001,38.164,2.515,2,24.5,0.8,79.17058733186732,0,0.99
Hubble,DEBRIS_B,1.118,10.732,1,0.0,0.8,67.01289166353331,0,0.2572
Hubble,DEBRIS_A,26.519,0.406,137,23.2,0.8,75.73136775829903,0,0.99
Starlink-1001,Hubble,8.953,7.109,3,24.5,0.2,54.5372237661225,0,0.9396
Iridium-33 Debris,Envisat,2.701,5.649,2,12.1,0.9,58.348966109145806,0,0.8109
DEBRIS_A,Hubble,44.261,5.492,137,23.2,0.8,154.13277203758943,0,0.99
ISS,Tiangong,0.079,4.698,19,10.2,0.2,82.12546209768199,0,0.2749
Starlink-1001,DEBRIS_B,16.413,9.473,2,24.5,0.8,32.50548989740142,0,0.99
DEBRIS_A,DEBRIS_B,39.192,10.51,138,23.2,0.8,156.07209655143427,0,0.99
DEBRIS_B,DEBRIS_A,11.339,7.19,138,23.2,0.8,142.5324708113272,0,0.99
Tiangong,Envisat,16.648,14.662,393,57.1,0.2,63.719742098079955,0,0.9869
Iridium-33 Debris,Starlink-1001,1.83,0.971,230,33.4,0.9,156.34468712336167,0,0.9186
Cosmos-1408 Debris,DEBRIS_B,14.37,5.796,133,54.1,0.9,52.338421879430626,0,0.99
Starlink-1001,Tiangong,0.262,12.288,161,11.5,0.2,142.1491038131352,0,0.0409
DEBRIS_A,Starlink-1001,3.645,10.779,140,1.4,0.8,118.93849175259031,0,0.5471
ISS,Tiangong,2.094,5.514,19,10.2,0.2,102.22727123749951,0,0.4483
Iridium-33 Debris,ISS,7.315,9.843,372,34.8,0.9,90.25852095804369,0,0.9245
DEBRIS_B,ISS,7.592,3.271,140,23.2,0.8,111.37746859598995,0,0.988
Hubble,DEBRIS_B,53.677,4.135,1,0.0,0.8,32.20086092449933,0,0.99
DEBRIS_B,DEBRIS_A,26.161,6.38,138,23.2,0.8,0.9758086565334635,0,0.99
ISS,Iridium-33 Debris,17.263,1.346,372,34.8,0.9,156.17930553110799,0,0.99
DEBRIS_B,ISS,15.414,1.769,140,23.2,0.8,139.9117328532946,0,0.99
Envisat,Hubble,3.451,0.138,235,70.1,0.2,163.47255625122662,0,0.8893
Envisat,Tiangong,0.628,9.9,393,57.1,0.2,159.890156905979,0,0.0948
Starlink-1001,Cosmos-1408 Debris,23.886,8.739,135,29.6,0.9,83.0055431261168,0,0.99
Cosmos-1408 Debris,DEBRIS_A,24.313,1.74,5,30.9,0.9,120.52785220203597,0,0.99
GPS-79,Iridium-33 Debris,14.954,9.111,19420,31.4,0.9,97.21523226209773,0,0.99
ISS,Envisat,0.768,0.525,374,46.9,0.2,24.815884961016227,0,0.6517
ISS,Iridium-33 Debris,38.214,12.293,372,34.8,0.9,115.65480401658606,0,0.99
DEBRIS_B,Cosmos-1408 Debris,3.629,12.797,133,54.1,0.9,85.07703671873003,0,0.4441
DEBRIS_A,Cosmos-1408 Debris,15.054,9.958,5,30.9,0.9,0.3175782371875332,0,0.99
ISS,GPS-79,23.42,8.739,19792,3.4,0.2,60.643539588272624,0,0.99
DEBRIS_A,ISS,11.264,5.665,2,0.0,0.8,64.47715065742113,0,0.99
Tiangong,Cosmos-1408 Debris,40.22,0.407,26,41.1,0.9,10.551844212138857,0,0.99
DEBRIS_B,GPS-79,15.866,13.815,19652,26.5,0.8,139.80071439754602,0,0.99
GPS-79,ISS,23.722,3.852,19792,3.4,0.2,31.16434477902763,0,0.99
Hubble,Cosmos-1408 Debris,4.734,13.682,132,54.1,0.9,4.621319822699612,0,0.5157
DEBRIS_A,Tiangong,7.464,10.759,21,10.2,0.8,19.728696126702324,0,0.8913
Hubble,Cosmos-1408 Debris,28.696,10.226,132,54.1,0.9,48.93895743152134,0,0.99
Envisat,Cosmos-1408 Debris,3.163,11.23,367,16.0,0.9,123.9742508223684,0,0.5031
ISS,Starlink-1001,10.022,7.281,142,1.4,0.2,103.95004357569364,0,0.9618
DEBRIS_B,Envisat,39.373,3.708,234,70.1,0.8,61.46163141725499,0,0.99
Envisat,Iridium-33 Debris,19.867,0.503,2,12.1,0.9,49.18301712975316,0,0.99
Iridium-33 Debris,ISS,5.247,11.66,372,34.8,0.9,51.62512521362198,0,0.7162
Envisat,Tiangong,21.6,13.687,393,57.1,0.2,127.76170978218133,0,0.99
Starlink-1001,Tiangong,48.484,14.573,161,11.5,0.2,31.67861606112536,0,0.99
Tiangong,DEBRIS_A,8.947,11.885,21,10.2,0.8,55.84226520938986,0,0.9247
Starlink-1001,Cosmos-1408 Debris,23.808,7.398,135,29.6,0.9,45.372784563112866,0,0.99
Envisat,Hubble,18.104,4.022,235,70.1,0.2,98.37248931839018,0,0.99
Cosmos-1408 Debris,Hubble,0.76,0.873,132,54.1,0.9,49.98640737741594,0,0.8719
Cosmos-1408 Debris,Tiangong,7.276,2.623,26,41.1,0.9,159.93882671512225,0,0.99
DEBRIS_B,Tiangong,0.01,10.56,159,13.0,0.8,44.8451647569271,1,0.1732
Iridium-33 Debris,DEBRIS_B,3.789,8.601,232,57.9,0.9,150.46483983849384,0,0.7529
Cosmos-1408 Debris,Tiangong,9.33,7.884,26,41.1,0.9,85.37480286557616,0,0.9837
Envisat,GPS-79,9.571,5.535,19418,43.5,0.2,58.31756890078871,0,0.9714
Envisat,Tiangong,0.116,4.747,393,57.1,0.2,9.308804067987682,0,0.2756
Hubble,DEBRIS_B,2.467,9.856,1,0.0,0.8,24.061761985849017,0,0.4692
GPS-79,Hubble,9.307,12.891,19653,26.5,0.2,31.543151534633605,0,0.7661
GPS-79,Hubble,1.354,9.442,19653,26.5,0.2,95.67598428781135,0,0.1473
DEBRIS_B,ISS,7.941,2.971,140,23.2,0.8,144.59863313827935,0,0.99
ISS,Starlink-1001,2.026,7.337,142,1.4,0.2,16.24555003963179,0,0.3126
Cosmos-1408 Debris,Envisat,8.913,4.724,367,16.0,0.9,78.37278468079141,0,0.99
Cosmos-1408 Debris,Iridium-33 Debris,36.937,0.928,365,3.8,0.9,49.779940979639335,0,0.99
DEBRIS_B,Cosmos-1408 Debris,71.114,3.736,133,54.1,0.9,146.6459652352211,0,0.99
GPS-79,Cosmos-1408 Debris,17.13,11.819,19785,27.6,0.9,82.46121890956893,0,0.99
DEBRIS_A,Starlink-1001,0.632,9.208,140,1.4,0.8,110.71771524306699,0,0.3002
DEBRIS_A,Cosmos-1408 Debris,4.54,0.555,5,30.9,0.9,151.3147817735638,0,0.9802
ISS,Hubble,10.699,14.098,139,23.2,0.2,47.04142246803914,0,0.8205
DEBRIS_A,Tiangong,2.193,3.663,21,10.2,0.8,145.7362035391726,0,0.8316
Hubble,DEBRIS_B,13.005,3.356,1,0.0,0.8,10.867283404051744,0,0.99
Tiangong,DEBRIS_A,4.508,1.193,21,10.2,0.8,13.236705955804982,0,0.9706
DEBRIS_A,Hubble,16.023,0.396,137,23.2,0.8,63.46586885569305,0,0.99
DEBRIS_B,ISS,10.294,11.394,140,23.2,0.8,112.21978034901741,0,0.9654
Starlink-1001,Envisat,1.815,1.805,232,45.5,0.2,6.086918400182266,0,0.6826
Tiangong,GPS-79,5.311,3.426,19811,13.5,0.2,64.83230517591518,0,0.8837
Cosmos-1408 Debris,DEBRIS_A,4.123,4.241,5,30.9,0.9,84.05658604886115,0,0.9302
DEBRIS_A,Envisat,52.161,5.3,372,46.9,0.8,156.64250717907765,0,0.99
Starlink-1001,Cosmos-1408 Debris,14.519,8.124,135,29.6,0.9,62.65650490338432,0,0.99
Hubble,ISS,54.936,1.245,139,23.2,0.2,16.01554382528969,0,0.99
ISS,Cosmos-1408 Debris,58.857,13.86,7,30.9,0.9,146.45107237095388,0,0.99
Hubble,Envisat,51.648,0.693,235,70.1,0.2,95.68275298092813,0,0.99
Iridium-33 Debris,Hubble,33.861,14.256,233,57.9,0.9,9.397068821810104,0,0.99
Iridium-33 Debris,GPS-79,5.861,1.852,19420,31.4,0.9,50.811279689227845,0,0.9849
Starlink-1001,GPS-79,2.989,3.134,19650,2.0,0.2,40.775757766450354,0,0.722
Envisat,Cosmos-1408 Debris,12.083,11.833,367,16.0,0.9,155.27953206345958,0,0.9865
Envisat,Hubble,80.991,11.617,235,70.1,0.2,97.48368195613378,0,0.99
Tiangong,ISS,7.186,6.816,19,10.2,0.2,141.63377947328186,0,0.8753
Tiangong,Envisat,23.145,2.23,393,57.1,0.2,137.59420823750273,0,0.99
Envisat,Starlink-1001,4.538,9.615,232,45.5,0.2,139.194740660671,0,0.4464
Iridium-33 Debris,DEBRIS_B,8.648,8.099,232,57.9,0.9,132.8218906375788,0,0.9757
GPS-79,Iridium-33 Debris,24.942,13.53,19420,31.4,0.9,105.35345476239817,0,0.99
DEBRIS_B,ISS,25.97,13.526,140,23.2,0.8,114.77187768529713,0,0.99
Cosmos-1408 Debris,Hubble,2.388,10.896,132,54.1,0.9,59.45580467310614,0,0.4317
DEBRIS_A,GPS-79,9.319,10.889,19790,3.4,0.8,50.66790668944168,0,0.9522
ISS,DEBRIS_A,39.233,13.859,2,0.0,0.8,62.57606912795942,0,0.99
Hubble,DEBRIS_A,6.827,3.723,137,23.2,0.8,151.69745343400297,0,0.9801
ISS,Iridium-33 Debris,0.169,0.881,372,34.8,0.9,112.80775502023911,0,0.8348
GPS-79,Tiangong,1.493,3.609,19811,13.5,0.2,154.78204468448772,0,0.5159
Cosmos-1408 Debris,Envisat,5.771,13.63,367,16.0,0.9,123.47988631406157,0,0.6448
Hubble,Starlink-1001,25.542,9.063,3,24.5,0.2,160.62935162666193,0,0.99
Hubble,DEBRIS_B,25.266,14.469,1,0.0,0.8,103.87632326299412,0,0.99
DEBRIS_A,Tiangong,7.535,4.693,21,10.2,0.8,85.53494836709686,0,0.9813
Hubble,Starlink-1001,10.497,4.511,3,24.5,0.2,39.90118640923844,0,0.9865
GPS-79,DEBRIS_B,9.935,10.502,19652,26.5,0.8,142.87456802768796,0,0.9682
Hubble,Envisat,13.269,0.347,235,70.1,0.2,68.73185947237714,0,0.99
Iridium-33 Debris,DEBRIS_A,8.082,12.133,370,34.8,0.9,95.90984037097496,0,0.9004
DEBRIS_A,Iridium-33 Debris,5.841,6.831,370,34.8,0.9,21.365006078674597,0,0.9353
DEBRIS_B,DEBRIS_A,73.655,11.256,138,23.2,0.8,8.119778616245284,0,0.99
Starlink-1001,Envisat,17.738,8.44,232,45.5,0.2,160.25039258267068,0,0.99
Cosmos-1408 Debris,Envisat,18.389,13.219,367,16.0,0.9,71.60131504888649,0,0.99
Cosmos-1408 Debris,Iridium-33 Debris,7.026,1.334,365,3.8,0.9,0.6652242806221954,0,0.99
Cosmos-1408 Debris,ISS,39.619,7.848,7,30.9,0.9,52.510867288327916,0,0.99
Starlink-1001,Tiangong,24.675,11.002,161,11.5,0.2,103.45973329871359,0,0.99
Cosmos-1408 Debris,Starlink-1001,17.114,5.896,135,29.6,0.9,94.67687241480604,0,0.99
ISS,Envisat,27.679,12.697,374,46.9,0.2,50.38701022000874,0,0.99
Hubble,ISS,27.832,12.107,139,23.2,0.2,2.552062486956469,0,0.99
Cosmos-1408 Debris,Hubble,0.494,8.555,132,54.1,0.9,51.712177337500975,0,0.3729
Starlink-1001,GPS-79,8.651,7.206,19650,2.0,0.2,108.88641753112307,0,0.9285
Iridium-33 Debris,Hubble,2.102,3.363,233,57.9,0.9,114.09955192575809,0,0.8632
Starlink-1001,DEBRIS_A,44.583,14.691,140,1.4,0.8,111.17302368138903,0,0.99
Starlink-1001,DEBRIS_B,9.588,4.788,2,24.5,0.8,98.85024202050474,0,0.99
Iridium-33 Debris,Cosmos-1408 Debris,5.938,7.657,365,3.8,0.9,93.60982063353629,0,0.9222
GPS-79,Starlink-1001,47.521,8.97,19650,2.0,0.2,18.244450830654113,0,0.99
DEBRIS_B,GPS-79,39.335,10.892,19652,26.5,0.8,48.78141574145452,0,0.99
Envisat,Tiangong,5.415,3.398,393,57.1,0.2,123.49599200357353,0,0.8897
DEBRIS_B,Cosmos-1408 Debris,63.918,1.166,133,54.1,0.9,146.95011788263156,0,0.99
Iridium-33 Debris,DEBRIS_A,16.279,1.136,370,34.8,0.9,88.36142336882466,0,0.99
Envisat,Iridium-33 Debris,19.112,6.398,2,12.1,0.9,59.427105560574155,0,0.99
Starlink-1001,Tiangong,10.524,3.199,161,11.5,0.2,102.99217378385097,0,0.99
Cosmos-1408 Debris,Hubble,16.225,3.532,132,54.1,0.9,104.66175893526754,0,0.99
GPS-79,DEBRIS_A,20.952,12.281,19790,3.4,0.8,51.77041088337123,0,0.99
Tiangong,Iridium-33 Debris,25.923,4.524,391,44.9,0.9,46.128196013245265,0,0.99
Iridium-33 Debris,ISS,24.665,14.56,372,34.8,0.9,28.739665300321246,0,0.99
GPS-79,Iridium-33 Debris,14.196,9.006,19420,31.4,0.9,24.797091229533194,0,0.99
Iridium-33 Debris,Cosmos-1408 Debris,9.358,9.484,365,3.8,0.9,142.18050096348387,0,0.9743
Cosmos-1408 Debris,Iridium-33 Debris,19.113,9.8,365,3.8,0.9,162.18250415997318,0,0.99
Starlink-1001,Cosmos-1408 Debris,7.262,3.606,135,29.6,0.9,124.27993688173368,0,0.9872
Cosmos-1408 Debris,Tiangong,12.729,10.376,26,41.1,0.9,147.00118800179442,0,0.99
Iridium-33 Debris,DEBRIS_A,14.744,7.533,370,34.8,0.9,69.21100339135477,0,0.99
ISS,DEBRIS_B,48.135,5.686,140,23.2,0.8,42.48154461658986,0,0.99
Envisat,GPS-79,15.38,10.903,19418,43.5,0.2,5.427630963775121,0,0.99
Hubble,ISS,8.627,14.205,139,23.2,0.2,71.73172745231105,0,0.6111
Tiangong,Cosmos-1408 Debris,7.403,5.08,26,41.1,0.9,129.3548163206246,0,0.9816
Iridium-33 Debris,Tiangong,19.748,5.027,391,44.9,0.9,98.70998945900735,0,0.99
GPS-79,Starlink-1001,12.935,7.755,19650,2.0,0.2,116.24709930371934,0,0.9894
DEBRIS_A,DEBRIS_B,0.529,4.084,138,23.2,0.8,32.02321157768705,0,0.6546
Envisat,ISS,1.44,4.507,374,46.9,0.2,163.52366279440773,0,0.4422
ISS,GPS-79,7.041,2.437,19792,3.4,0.2,17.3147381110525,0,0.9604
Iridium-33 Debris,DEBRIS_B,1.442,3.725,232,57.9,0.9,35.223572136028146,0,0.8027
Tiangong,DEBRIS_A,3.508,11.738,21,10.2,0.8,6.468014633781515,0,0.4582
GPS-79,Cosmos-1408 Debris,11.328,8.164,19785,27.6,0.9,120.70883492778124,0,0.99
DEBRIS_A,DEBRIS_B,22.293,0.925,138,23.2,0.8,72.33189558170245,0,0.99
Hubble,Envisat,6.306,4.054,235,70.1,0.2,90.83952917138578,0,0.9118
Tiangong,DEBRIS_A,8.474,3.454,21,10.2,0.8,70.69445033090125,0,0.99
Starlink-1001,Cosmos-1408 Debris,16.931,12.465,135,29.6,0.9,154.25348748807986,0,0.99
Tiangong,ISS,1.916,12.003,19,10.2,0.2,16.49638595970506,0,0.096
DEBRIS_A,Envisat,5.252,12.725,372,46.9,0.8,86.48476451331472,0,0.6008
Iridium-33 Debris,GPS-79,31.491,14.368,19420,31.4,0.9,93.43330513548231,0,0.99
Cosmos-1408 Debris,Tiangong,26.979,7.133,26,41.1,0.9,107.7035656404278,0,0.99
DEBRIS_B,ISS,24.988,4.005,140,23.2,0.8,153.57674125038946,0,0.99
DEBRIS_B,DEBRIS_A,38.23,8.515,138,23.2,0.8,138.9427477729933,0,0.99
DEBRIS_A,ISS,6.176,4.41,2,0.0,0.8,101.02506753141654,0,0.9666
DEBRIS_B,DEBRIS_A,44.755,12.715,138,23.2,0.8,2.1383937214088027,0,0.99
ISS,DEBRIS_B,4.326,6.212,140,23.2,0.8,138.52152233012782,0,0.8698
Iridium-33 Debris,Envisat,4.893,11.771,2,12.1,0.9,52.64750520006244,0,0.6715
Envisat,Tiangong,0.888,3.121,393,57.1,0.2,25.175616559198637,0,0.4769
Envisat,DEBRIS_B,10.569,7.872,234,70.1,0.8,87.25687902765917,0,0.9893
Starlink-1001,ISS,39.499,8.1,142,1.4,0.2,97.36539993679271,0,0.99
Hubble,GPS-79,10.732,5.713,19653,26.5,0.2,81.15746509734072,0,0.9829
ISS,DEBRIS_B,21.756,13.413,140,23.2,0.8,11.372799207575333,0,0.99
Envisat,DEBRIS_B,6.412,7.396,234,70.1,0.8,103.36754377468505,0,0.93
GPS-79,DEBRIS_B,21.576,1.934,19652,26.5,0.8,18.03180140006001,0,0.99
GPS-79,Cosmos-1408 Debris,8.232,8.223,19785,27.6,0.9,99.90948218345487,0,0.9692
DEBRIS_B,Starlink-1001,11.817,6.894,2,24.5,0.8,135.79025751626844,0,0.99
DEBRIS_B,Cosmos-1408 Debris,21.28,8.56,133,54.1,0.9,65.02494344819375,0,0.99
ISS,DEBRIS_A,4.719,7.199,2,0.0,0.8,48.55419564741558,0,0.8581
Iridium-33 Debris,DEBRIS_A,8.389,4.222,370,34.8,0.9,51.73386862536773,0,0.99
ISS,Cosmos-1408 Debris,6.852,8.678,7,30.9,0.9,77.43097278390961,0,0.9323
Starlink-1001,Cosmos-1408 Debris,43.641,9.274,135,29.6,0.9,4.5402165503517935,0,0.99
DEBRIS_B,Tiangong,2.909,10.518,159,13.0,0.8,99.08062396798722,0,0.4748
Tiangong,Hubble,4.83,13.851,158,13.0,0.2,31.598715504598427,0,0.2075
DEBRIS_A,Iridium-33 Debris,29.608,9.851,370,34.8,0.9,160.18352830432573,0,0.99
Cosmos-1408 Debris,GPS-79,15.534,7.069,19785,27.6,0.9,137.78018256604636,0,0.99
Iridium-33 Debris,Tiangong,2.461,5.949,391,44.9,0.9,37.13297440779328,0,0.7766
ISS,Cosmos-1408 Debris,47.253,4.129,7,30.9,0.9,46.748420252415414,0,0.99
ISS,Hubble,60.069,0.98,139,23.2,0.2,165.74297150744025,0,0.99
Hubble,Iridium-33 Debris,7.496,5.603,233,57.9,0.9,139.6169858544955,0,0.9795
ISS,Hubble,9.213,0.329,139,23.2,0.2,141.51160599635372,0,0.99
Cosmos-1408 Debris,DEBRIS_A,12.16,4.302,5,30.9,0.9,156.0189520719301,0,0.99
Starlink-1001,Envisat,8.131,2.516,232,45.5,0.2,53.7787427610126,0,0.9761
DEBRIS_A,Hubble,12.212,2.859,137,23.2,0.8,56.062579064781225,0,0.99
Envisat,Cosmos-1408 Debris,49.675,1.308,367,16.0,0.9,138.77541993945678,0,0.99
ISS,Envisat,5.267,10.043,374,46.9,0.2,92.35290591941539,0,0.5052
GPS-79,Cosmos-1408 Debris,3.889,12.74,19785,27.6,0.9,9.279765539601058,0,0.4807
Tiangong,Cosmos-1408 Debris,50.416,8.279,26,41.1,0.9,43.10344816271413,0,0.99
GPS-79,DEBRIS_A,10.746,11.524,19790,3.4,0.8,152.24807793253677,0,0.9711
Cosmos-1408 Debris,Envisat,21.891,2.759,367,16.0,0.9,8.907167320996576,0,0.99
Hubble,Tiangong,15.981,6.99,158,13.0,0.2,160.2861375747619,0,0.99
Tiangong,Envisat,6.177,1.415,393,57.1,0.2,128.54970642410908,0,0.9554
DEBRIS_A,ISS,10.717,0.294,2,0.0,0.8,30.42401316916685,0,0.99
DEBRIS_B,Hubble,6.74,1.267,1,0.0,0.8,157.0918153165566,0,0.9899
GPS-79,Tiangong,12.728,14.581,19811,13.5,0.2,142.2659068427327,0,0.916
Envisat,ISS,26.166,7.259,374,46.9,0.2,44.0194492571023,0,0.99
Starlink-1001,Tiangong,8.828,14.224,161,11.5,0.2,2.322413283315147,0,0.6333
Hubble,Envisat,9.855,0.861,235,70.1,0.2,151.8305722028731,0,0.99
DEBRIS_B,Tiangong,2.723,0.913,159,13.0,0.8,17.955940962606817,0,0.9363
Envisat,DEBRIS_B,7.715,1.439,234,70.1,0.8,4.521136329800151,0,0.99
GPS-79,Iridium-33 Debris,8.505,11.912,19420,31.4,0.9,154.9972179583295,0,0.9227
GPS-79,Hubble,27.483,4.742,19653,26.5,0.2,27.44246285395972,0,0.99
ISS,Iridium-33 Debris,1.357,3.978,372,34.8,0.9,73.82676947269879,0,0.7833
Hubble,DEBRIS_B,8.9,10.637,1,0.0,0.8,140.37606253412818,0,0.9458
DEBRIS_A,Hubble,5.977,2.623,137,23.2,0.8,93.49677510476151,0,0.9781
Tiangong,DEBRIS_B,52.371,6.463,159,13.0,0.8,66.41619650127322,0,0.99
DEBRIS_B,Iridium-33 Debris,4.623,7.635,232,57.9,0.9,150.85094690437288,0,0.8607
Starlink-1001,Envisat,4.263,13.777,232,45.5,0.2,79.27621086643417,0,0.1678
DEBRIS_B,GPS-79,5.122,5.899,19652,26.5,0.8,154.55593852173112,0,0.9162
DEBRIS_B,GPS-79,31.597,4.65,19652,26.5,0.8,43.47488614522534,0,0.99
Hubble,Iridium-33 Debris,8.469,4.232,233,57.9,0.9,28.04641169237681,0,0.99
DEBRIS_B,Iridium-33 Debris,20.481,2.164,232,57.9,0.9,28.067990093160347,0,0.99
Iridium-33 Debris,Starlink-1001,1.262,11.635,230,33.4,0.9,42.59574595114344,0,0.2574
DEBRIS_A,GPS-79,23.994,8.147,19790,3.4,0.8,56.738382307001004,0,0.99
GPS-79,Iridium-33 Debris,15.42,3.163,19420,31.4,0.9,165.41620028944777,0,0.99
Iridium-33 Debris,GPS-79,7.626,12.494,19420,31.4,0.9,84.86612468928534,0,0.8659
Starlink-1001,Hubble,9.222,11.435,3,24.5,0.2,34.751615809973714,0,0.8293
DEBRIS_B,Cosmos-1408 Debris,5.07,3.367,133,54.1,0.9,75.24348290076765,0,0.9653
DEBRIS_B,Hubble,17.611,11.843,1,0.0,0.8,141.66587595579577,0,0.99
ISS,Envisat,4.458,14.139,374,46.9,0.2,132.88265438607664,0,0.1662
Iridium-33 Debris,GPS-79,12.903,4.355,19420,31.4,0.9,61.90236623684213,0,0.99
DEBRIS_A,Hubble,45.94,1.059,137,23.2,0.8,4.923285740495328,0,0.99
Hubble,Cosmos-1408 Debris,39.699,10.973,132,54.1,0.9,127.67845115017205,0,0.99
GPS-79,Hubble,0.605,2.043,19653,26.5,0.2,97.71556555531622,0,0.5223
Cosmos-1408 Debris,ISS,28.41,6.948,7,30.9,0.9,109.8175286149457,0,0.99
Hubble,Envisat,28.798,8.298,235,70.1,0.2,165.42237595524568,0,0.99
ISS,Hubble,36.103,14.514,139,23.2,0.2,97.75781602959037,0,0.99
Cosmos-1408 Debris,GPS-79,38.415,14.87,19785,27.6,0.9,32.233151763676005,0,0.99
Starlink-1001,Envisat,7.64,4.287,232,45.5,0.2,39.59638086295938,0,0.9495
Starlink-1001,DEBRIS_B,58.054,11.391,2,24.5,0.8,35.39736825115897,0,0.99
Tiangong,GPS-79,4.101,9.912,19811,13.5,0.2,18.43822074026649,0,0.3721
Starlink-1001,Cosmos-1408 Debris,3.305,14.258,135,29.6,0.9,93.10115039751595,0,0.3048
DEBRIS_B,Hubble,27.012,6.018,1,0.0,0.8,17.046132867257388,0,0.99
DEBRIS_B,Envisat,8.392,3.61,234,70.1,0.8,86.06454765231615,0,0.99
Envisat,DEBRIS_B,0.15,12.046,234,70.1,0.8,11.324577323747983,0,0.1258
ISS,Iridium-33 Debris,3.587,1.395,372,34.8,0.9,61.29468361047648,0,0.9599
